STT,App Name,Category
1422,Dáme jídlo - Food Delivery - DameJidlo.txt,
1423,E Commerce Treva Shop UI kit using Flutter - Jipau.txt,
1424,E commerce App Demo - Technorigins.txt,
1425,E-Commerce Android App Demo - Solodroid.txt,
1426,E-Commerce Germany - Online Shop Germany - Cam-Technology.txt,
1427,E-Commerce Quiz - Learn & Play Quiz.txt,
1428,E-commerce Mobile App - Tigabits Technologies.txt,
1429,E-commerce Shopping Demo - Flow Comptech Solutions LLP.txt,
1430,E-commerce native UI - RV & VJ.txt,
1431,EASI - Food Delivery - EASI Australia.txt,
1432,ECommerce - Versatile Mobitech Pvt Ltd.txt,
1433,Eahara Food Delivery App - Hassle Free Services.txt,
1434,Earrings online shopping app - Mirraw.txt,
1435,Easy Ship - Kaushal Enterprises.txt,
1436,Eat Delivery - Eat Group Holding.txt,
1437,EatEasy - Order Food Online - Eateasily Online JLT.txt,
1438,EcoStruxure for Small Business - Schneider Electric SE.txt,
1439,Ecommerce App - W G Technologies Private Limited.txt,
1440,Ecommerce Demo - DroidGeeks.txt,
1441,Ecommerce News Magazine - Media Consulting y Asesoria.txt,
1442,Ecommerce Store Demo - Abhi Android.txt,
1443,Ecommerce Template - HKWebtech.txt,
1444,Ecwid Ecommerce - Sell Online with Store Builder - Ecwid.txt,
1445,Entrepreneur Business Ideas - Tools & Tutorials - Alex Genadinik.txt,
1446,Etisalat Business - Etisalat UAE.txt,
1447,"Etsy: Handmade & Vintage Goods - Etsy, Inc.txt",
1448,Evaly - Online Shopping Mall - Evaly.txt,
1449,Ezy Delivery : One step towards making ur life ezy - People Enterprises.txt,
1450,FCMB Business - FIRST CITY MONUMENT BANK LIMITED.txt,
1451,FLYER Eats: Local Food Delivery - B!ENE Technologies.txt,
1452,FabAlley -Women Fashion Online Shopping - FabAlley.txt,
1453,Facebook Analytics - Facebook.txt,
1454,Fandom Ship Names Generator: Fluff and Fun - Simple Soft Alliance.txt,
1455,Farmkey - Agriculture App | Online Shopping India - FarmKey-AgriCulture Shop.txt,
1456,"FashionTIY - Fashions Wholesale Supplier - FashionTIY, Inc.txt",
1457,FedEx - FedEx.txt,
1458,Fednet - Federal Bank.txt,
1459,Fidelity Mobile Banking - Fidelity Bank Ghana Limited.txt,
1460,Financial and Banking Terms Offline Dictionary - Edutainment Ventures- Making Games People Play.txt,
1461,Find Winning Products For Dropshipping - Mehjer.txt,
1462,FindShip - MarineToolbox.txt,
1463,Fingo - Online Shopping Mall & Cashback Official - Fingo Group.txt,
1464,First Business - Australian Securities and Investments Commission.txt,
1465,Fiverr - Freelance Services - Fiverr.txt,
1466,Flowers & Gifts - Bloom & Wild - Bloom & Wild.txt,
1467,Flowwow flowers.txt,
1468,Flutter E-commerce Pro App - GeekyAnts.txt,
1469,Flutter UI Challenges - PopupBits.txt,
1470,Flutter e-commerce - grocery demo - Dacts.txt,
1471,"Flyers, Poster Maker, Graphic Design, Banner Maker - Apps You Love.txt",
1472,Food - Order Delivery App - Laxmi Enterprise - App Development.txt,
1473,Food Away - Local delivery & Foodawway restaurant - FATC.txt,
1474,Food Delivery - dhansukh enterprise.txt,
1475,Food delivery app with driver - Freaktemplate.txt,
1476,FoodBee - Friendly Food Delivery App in Himachal - FoodBee Services.txt,
1477,Foodnerd - Food Delivery App - Arkhitech.txt,
1478,Foodracers: food delivery - Foodracers.txt,
1479,Foody Cyprus - Online food delivery - Foody.txt,
1480,Fordeal - shop everything for you - FORDEAL GROUP LTD.txt,
1481,Foutlet - Online Shopping Mall - TOPFASHION BUSINESS CO.txt,
1482,France online shopping app-Online Store France - Md Shoriful hasan.txt,
1483,Free Online Shopping India App - Velarudh®.txt,
1484,Free Stuff Online - Official - BetterLifeApps.txt,
1485,Free shipping - Appswiz W.txt,
1486,Freeto - Ecommerce APP - magebay.txt,
1487,Furniture online shopping app - Buy cheap! - Cheap Prices in China.txt,
1488,Fynd - Online Shopping App - Fynd.txt,
1489,Fórum E-Commerce Brasil 2019 - E-Commerce Brasil.txt,
1490,GERMANY : All in one Shopping : online shopping - All In One Shopping App: online Shopping Apps.txt,
1491,"GET - On Demand Ride, Courier & Food Delivery - GET Thailand.txt",
1492,GTBank - Guaranty Trust Bank.txt,
1493,"Gameflip: Gaming Hub | Buy & Sell | Learn & Train - ijji, inc.txt",
1494,GaramBazar: Buy & Sell - GaramBazar Ltd.txt,
1495,Gearbest Online Shopping - GEARBEST(HONGKONG)LIMITED.txt,
1496,GeekBuying - Gadget shopping made easy - GeekBuying Official.txt,
1497,Generations - The Game Shop - Wide Range Digital Services.txt,
1498,"GetBaqala Grocery Shopping & Delivery App (BH, SA) - GetBaqala Inc.txt",
1499,"Givet - Buy, Sell & Trade - Givet, LLC.txt",
1500,Glovo: Order Anything.txt,
1501,Go Space - Space ship builder - PREUS.txt,
1502,"GoMedii - Medicines Delivery, Doctor's Appointment - GoMedii.txt",
1503,GoSwak - Online group buying - GoSwak.txt,
1504,Google Ads - Google LLC.txt,
1505,Google Primer - Google Learn Apps.txt,
1506,"Grab - Transport, Food Delivery, Payments - Grab Holdings.txt",
1507,"Grailed: Buy & Sell Men's Clothing - Grailed, Inc.txt",
1508,GraysOnline - Grays Ecommerce Group.txt,
1509,Greengardencenter Worldwide Free Shipping - Hornickel-International.txt,
1510,GrocerApp - Online Grocery Delivery - GrocerApp.txt,
1511,Grofers - Order Grocery Online - Grofers India Pvt Ltd.txt,
1512,Gservice - Advertise Your Business for Free (Ads) - GreatCallie.txt,
1513,Guyana Online Shopping - ( MatrixShopping ) - Guyana Online Shopping.txt,
1514,HMM Shiptrack - HYUNDAI Merchant Marine Co.txt,
1515,HOW TO WRITE A BUSINESS PLAN - Creative Writing Apps.txt,
1516,HSBC Mobile Banking - HSBC Technology & Services USA.txt,
1517,HSBC UK Mobile Banking - HSBC.txt,
1518,Hamrobazar - sell & buy online classified shopping - Hamrobazar.txt,
1519,Hapag-Lloyd - Hapag-Lloyd AG.txt,
1520,Hatla2ee - new and used cars for sale - هتلاقى.txt,
1521,Hellenic Shipping News - Hellenic Shipping News Worldwide.txt,
1522,HelloFresh - More Than Food - HelloFresh SE.txt,
1523,Home - Design & Décor Shopping - Wish Inc.txt,
1524,Housing - Property Search & Real Estate App - Housing.txt,
1525,How to Start A Small Business-Small Business Ideas - TechMono360.txt,
1526,How to start business - eternal apps.txt,
1527,HubSpot - HubSpot.txt,
1528,HungryNaki - Food Delivery - Hungrynaki.txt,
1529,HungryUS - Free Lunch&Dinner Food Delivery - HungryForUS.txt,
1530,I Ship It - Fandom Couple Name Generator LOVE GAME - Jester Dev.txt,
1531,ICBC Mobile Banking - ICBC.txt,
1532,IMC Business Application - International Marketing Corp.txt,
1533,IMO Class Dangerous Goods - DBG Nautical.txt,
1534,ITF Seafarers - International Transport Workers' Federation.txt,
1535,India Cheap Online Shopping - Easy inc 815.txt,
1536,Instacart: Same-day grocery delivery - Instacart.txt,
1537,Instamobile - Ecommerce App Template - Florian Marcu.txt,
1538,International Business - Intelitech.txt,
1539,International Business News - SunOneApps.txt,
1540,Interstellar Pilot - pixelfactor.txt,
1541,Intesa Sanpaolo Mobile - Intesa Sanpaolo SPA.txt,
1542,Intune Company Portal - Microsoft Corporation.txt,
1543,"Inventory,Purchase,Sales Order - Billion Hands Technology.txt",
1544,"Investor's Business Daily - Investor's Business Daily, Inc.txt",
1545,Invoice Maker & Billing App - Invoice Home.txt,
1546,"Invoice Maker – estimate, invoices and receipt app - SpeedInvoice - Invoice Generator.txt",
1547,Invoice Maker: Estimate & Invoice Creator - Invoice Simple.txt,
1548,Ionic 3 Ecommerce Template - Elvento Labs.txt,
1549,"Isagenix Business - Verb Technology Company, Inc.txt",
1550,Islamic Shop - Online Shopping App - IslamicShop.txt,
1551,Italy Online Shopping Sites - Online Store Italy - Cam-Techno168.txt,
1552,Italy online shopping app-Online Store Italy-Italy - Md Shoriful hasan.txt,
1553,Jabong Online Shopping App - Jabong.txt,
1554,Japan online shopping app-Online Store Japan-Japan - Md Shoriful hasan.txt,
1555,Jazp Online Shopping App - Jazp FZ LLC.txt,
1556,Jewels E-commerce - JOVI International.txt,
1557,Jiji Kenya - Buy & Sell - Jiji Group.txt,
1558,Jiji Tanzania - Buy & Sell - Jiji Group.txt,
1559,Jiji Uganda - Buy & Sell - Jiji Group.txt,
1560,Jobships - Jobships.txt,
1561,"Jojo: Fast and Secure Delivery - First Shoshin Solutions, Corp.txt",
1562,Joom.txt,
1563,Jumia Deals - Buy & Sell Everything.txt,
1564,Jumia Food: Local Food Delivery near You - JUMIA.txt,
1565,Just Businesses: Business Networking App - Kumar Savar Malhotra (KSMSOFTTECH).txt,
1566,KBC Ireland Mobile Banking - KBC Bank Ireland Public Limited Company.txt,
1567,KITGRO - Lankan Food & Grocery Delivery - Blue Icon.txt,
1568,"Karshypr: The Car Shipping App, Free Quotes & GPS - Karshypr.txt",
1569,KiKUU: Online Shopping Mall - KiKUU.txt,
1570,Kiddies - Cheap baby and kids online shopping app - All in One Studio.txt,
1571,King Burger delivery app - Freaktemplate.txt,
1572,Kixify - Buy & Sell Sneakers - Kixify.txt,
1573,Konga Online Marketplace - Konga Online Shopping Limited.txt,
1574,Korea online mobile shopping apps-online shopping - Md Shoriful hasan.txt,
1575,"Kushiin Delivery App : Food , Grocery & Services - INDRO TECHNOLOGIES PVT LTD.txt",
1576,"LEADer:Free CRM, Customers, Leads & Sales Tracking - LEADer: Free CRM, Sales, Customers & Leads tracker.txt",
1577,LIEFERHELD | Order Food - Takeaway.txt,
1578,LLB Mobile Banking - Liechtensteinische Landesbank AG.txt,
1579,LUNCH:ON - Food delivery - ON Technologies Inc.txt,
1580,LWholesale Fashion Shopping - Lovely Fashion.txt,
1581,LalaFood - Fastest Food Delivery - LALA APP.txt,
1582,Lalamove Driver - Earn Extra Income - Lalamove Media Limited.txt,
1583,Landwirt.txt,
1584,LankaMarket - Buy & Sell Anything - Lanka Market.txt,
1585,Learn Business Management - CIITApps.txt,
1586,Learn Shopify : Video Tutorials - SikApps Developers.txt,
1587,Learn eCommerce : Video Tutorials - SikApps Developers.txt,
1588,Letterhead Maker Business letter pad template Logo - Splendid App Maker.txt,
1589,Lidl - Offers & Leaflets - Lidl Digital International GmbH & Co.txt,
1590,LightInTheBox - Global Online Shopping - LightInTheBox Co.txt,
1591,"Listia: Buy, Sell, Free Stuff.txt",
1592,Loak - Buy.txt,
1593,Logo Maker: Branding For Small Business - Worryfree App Studios.txt,
1594,"Lopo | Local Delivery App for Food, Grocery & More - 7techpro Innovations.txt",
1595,Lotezy - Lotezy E-commerce Co.txt,
1596,MAF Carrefour Online Shopping - Carrefour Development Team.txt,
1597,MINDBODY Business - MINDBODY Inc.txt,
1598,ML Xpress(Myra): 2 Hours Medicine Delivery App - MetaRain Software Solutions Pvt.txt,
1599,MSC for Me - MSC Cruises S.txt,
1600,Made-in-China.txt,
1601,Mailchimp: Marketing & CRM to Grow Your Business - Mailchimp.txt,
1602,Malaysia Shopping - Online Shopping Malaysia - All in One App info.txt,
1603,Malaysia online shopping app-Online Store Malaysia - Md Shoriful hasan.txt,
1604,Marine Engineering - Softecks.txt,
1605,Marine Insight - Marine Insight.txt,
1606,Marine Radar - Ship tracker - Headway Labs.txt,
1607,Marine Safety Signs - DBG Nautical.txt,
1608,Marine Tracker - Maritime traffic - Ship radar - Tracking Labs.txt,
1609,MarineTraffic ship positions - MarineTraffic.txt,
1610,MarinersApp - MarinersApp.txt,
1611,Maritime Dictionary - Mohamed Elmallawany.txt,
1612,"Maritime Global News - Maritime Activity Reports, Inc.txt",
1613,"Marketing Video, Promo Video & Slideshow Maker - Digital Marketing Tools.txt",
1614,MaterialX - Android Material Design UI - Dream Space.txt,
1615,McDelivery Su - GlobalFood.txt,
1616,McDelivery UAE - McDonalds UAE.txt,
1617,McKinsey Insights - McKinsey & Co.txt,
1618,Mechanics Bank Mobile Banking - Mechanics Bank.txt,
1619,Medsonway - Medicine Delivery App - Medsonway.txt,
1620,Men Shoes Online Shopping India - Divyam Infotech Private Limited.txt,
1621,Menu.txt,
1622,Metro Online | Grocery and Electronics - blueEX.txt,
1623,Mi Store - Xiaomi.txt,
1624,Microsoft Dynamics 365 Business Central - Microsoft Corporation.txt,
1625,Microsoft Teams - Microsoft Corporation.txt,
1626,"Milanuncios: Segunda mano, motor, pisos y empleo - Adevinta Spain, S.txt",
1627,"Miles App: Delivery Service On Demand - Miles App, LLC.txt",
1628,MiniInTheBox Online Shopping - LightInTheBox Co.txt,
1629,Mirror - Fashion Social Ecommerce - Mirror srl.txt,
1630,Mitula Homes - Mitula.txt,
1631,MobiCommerce - Fashion eCommerce App - MobiCommerce.txt,
1632,MobiRoller App Maker - Build apps without coding! - MobiRoller.txt,
1633,Mobile Phones Sale and Buy - Best Top Mobile Phone - Arvind K Maurya.txt,
1634,Mojeeb مجيب - Food Delivery - Mojeeb.txt,
1635,Monzo Bank - Monzo.txt,
1636,Morefun - MOREFUN MOBILE APP SDN BHD.txt,
1637,Motors.txt,
1638,Mr Bean - Special Delivery - Good Catch.txt,
1639,Mr.txt,
1640,Multi-Vendor Ecommerce App - exlcart.txt,
1641,Music Market: Buy & Sell your Instrument - CTS WebLab.txt,
1642,My Business Empire - Brandon Stecklein.txt,
1643,My Marketplace - ifsoft.txt,
1644,My Private Banking - BNL S.txt,
1645,My Vodafone Business - Vodafone Italia S.txt,
1646,MyHana Mobile Banking - PT Bank KEB Hana Indonesia.txt,
1647,MyUS Global Shipping App - MyUS.txt,
1648,NAB Online Banking - NEUE AARGAUER BANK AG.txt,
1649,Naing BSell - Myanmar Buy & Sell - NaingBSell.txt,
1650,Namshi Online Fashion Shopping - Namshi.txt,
1651,Nasser Pharmacy - Nasser Pharmacy eCommerce Team.txt,
1652,Nautica Magento Mobile App - velsof.txt,
1653,NearMalls Ecommerce - Near Malls.txt,
1654,Necklace Set Online Shopping - Mirraw.txt,
1655,Need Deliver Driver - Need Deliver Co.txt,
1656,New Sarees Online Shopping App - Doveloper kk.txt,
1657,New Startup Business Ideas for entrepreneurs - Boost Media.txt,
1658,Newchic-Fashion Shopping Online - Newchic.txt,
1659,Nexi Business - Nexi Payments.txt,
1660,Nexi Pay - Nexi Payments.txt,
1661,"Nike: Shoes & Clothing - Nike, Inc.txt",
1662,Nippon India Business Easy 2.txt,
1663,Noble CU Mobile Banking - Noble Credit Union.txt,
1664,Now - Food Delivery - Foody Corp.txt,
1665,Nykaa Fashion – Online Shopping App - Nykaa.txt,
1666,OFFERit - Buy and Sell Used Stuff Locally letgo - offerit.txt,
1667,OLX Arabia - أوليكس - OLX Global B.txt,
1668,OOCL Lite - CargoSmart (Hong Kong) Limited.txt,
1669,ORDEROW - Everything delivery app - Orderow.txt,
1670,Octopus for Business - Octopus Cards Limited.txt,
1671,Offer and Buy - Offer And Buy.txt,
1672,"Offeria (Buy & Sell) - Ramtin Software Solutions, LLC.txt",
1673,OhoShop - Grocery & Food eCommerce App Builder - OhoShop.txt,
1674,OhoShop - eCommerce App Builder - OhoShop.txt,
1675,Old Bike Sales Online - Used bike Sale and buy USA - Arvind K Maurya.txt,
1676,"Old Laptop Sell and Buy–Used, Second Hand Laptop - Arvind K Maurya.txt",
1677,Old Mobile –Second Hand mobile Sell and Buy - Arvind K Maurya.txt,
1678,Oman online shopping app-Online Store Oman Shop - Md Shoriful hasan.txt,
1679,OneCart - On Demand Grocery Delivery - OneCart.txt,
1680,OneKyat - Myanmar Buy & Sell - OneKyat Co.txt,
1681,OneTracker - Package Tracking - OneTracker.txt,
1682,Online Cake And Flowers: Same Day Delivery - Online Cake and Flowers.txt,
1683,Online Easy Shopping - gics.txt,
1684,Online Shop - Buy & Sell World - Cam-Technology.txt,
1685,Online Shopping - clothing store - Laxmi Enterprise - App Development.txt,
1686,Online Shopping - info.txt,
1687,Online Shopping App For Women - Mirraw.txt,
1688,Online Shopping App for Women - Online Shopping India apps.txt,
1689,"Online Shopping App: Free Offer, India Shop Online - Free Online Shopping Apps.txt",
1690,Online Shopping Apps - Shopping App.txt,
1691,Online Shopping Dubai - Keep at Shopping.txt,
1692,Online Shopping Ethiopia - RoyalAppz.txt,
1693,Online Shopping Ghana - Ghana Shopping - All in One App info.txt,
1694,Online Shopping In UGANDA - SKZ LTD.txt,
1695,Online Shopping India - Bhaskars.txt,
1696,Online Shopping India - Online Developers.txt,
1697,Online Shopping India-All Indian Online Shopping - Md Shoriful hasan.txt,
1698,Online Shopping Ireland - Ireland Shopping - All in One App info.txt,
1699,Online Shopping Italy - Italy Shopping - All in One App info.txt,
1700,Online Shopping KSA Saudi - Saudi Arabia Shopping - All in One App info.txt,
1701,Online Shopping Korea - DigiWebApps.txt,
1702,Online Shopping Myanmar - Myanmar Shopping - All in One App info.txt,
1703,Online Shopping Myanmar - xyzApps.txt,
1704,Online Shopping Pakistan - Pakistan Shopping - All in One App info.txt,
1705,Online Shopping Philippines - Team Sparkling.txt,
1706,Online Shopping South Korea - Korea Shopping - All in One App info.txt,
1707,Online Shopping Thailand - Thailand Shopping App - All in One App info.txt,
1708,Online Shopping Turkey - Turkey Shopping - All in One App info.txt,
1709,Online Shopping USA (America) - SMWebApps.txt,
1710,Online Shopping Vietnam - Vietnam Shopping - All in One App info.txt,
1711,Online Shopping World - Cam-Technology.txt,
1712,Online Shopping for Kids - DigiWebApps.txt,
1713,Online Shopping in Australia - MGS Apps.txt,
1714,Online Shopping in Dubai - Raz Technology.txt,
1715,Online Shopping in Oman - MGS Apps.txt,
1716,Online Shopping in UK - Raz Technology.txt,
1717,Online shopping low price - Online Shopping India apps.txt,
1718,OnlineKaka Order Food Online | Home Delivery - Gearkart.txt,
1719,Orderlord Driver (Delivery app) - Orderlord.txt,
1720,Oriflame Business - Oriflame.txt,
1721,Otlob - Food Delivery - Otlob.txt,
1722,Oxford Dictionary of Finance and Banking - MobiSystems.txt,
1723,"POS: Point of Sale, Orders, Inventory & Receipts - Kyte App.txt",
1724,POSB digibank - DBS Bank Ltd.txt,
1725,POTAFO - Online Food Delivery - POTAFO.txt,
1726,Package Tracker Express - Minstech Software.txt,
1727,"Package Tracking - Toll, DHL, UPS, ParcelPoint - Tracking Labs.txt",
1728,"Pakbreed: Sell & Buy Pets, Animals and Accessories - Barrak Wallay Technology Company.txt",
1729,Panda delivery - alexaccandr.txt,
1730,Parcel Tracker – postal package & delivery tracker - Steve Robertson.txt,
1731,"Parcels - Track Packages from Aliexpress, eBay - Pavel Tisunov.txt",
1732,Pauza.txt,
1733,Pepapa - Sell or Buy anything in Ghana - ARITECH.txt,
1734,PerFee Online Shopping In Bangladesh - Perfee International Limited.txt,
1735,Philippines Shopping - Online Shopping Philippines - All info Apps.txt,
1736,Phlenu Business - Phlenu.txt,
1737,Photo Studio - KVADGroup App Studio.txt,
1738,Playbook for Developers - Tips to Grow a Business - Google Learn Apps.txt,
1739,Polaris Mobile Banking - Polaris Bank Limited.txt,
1740,Popsy - Buy & Sell Used Stuff - Popsy – Compra e Venda de Coisas Usadas.txt,
1741,Postepay - Poste Italiane S.txt,
1742,Prices in China - Cheap Cell Phones & Goods - Korchix.txt,
1743,Product Camera - Camera51.txt,
1744,Pulse for Booking.txt,
1745,Purchase Commerce - Infinijith Technologies.txt,
1746,Purolator - Purolator Mobile app.txt,
1747,"Pxsell: Buy & Sell Los Angeles Mobile Classifieds - Uberion, inc.txt",
1748,Qoo10 - Best Online Shopping - Qoo10 PTE.txt,
1749,Qpon.txt,
1750,"Quantic Business Courses - Pedago, LLC.txt",
1751,Qustodio Professional Business - Qustodio LLC.txt,
1752,RAKBANK Business - RAKBANK.txt,
1753,RCM Business Official App - RCM Business.txt,
1754,ROMWE - Women's Fashion - ROMWE.txt,
1755,ROSEGAL-Shopping Fashion & Clothing - rosegal.txt,
1756,RSI Bank - RSI Bank.txt,
1757,"Randalls Delivery & Pick Up - Albertsons Companies, Inc.txt",
1758,Real Classifieds: Buy and Sell - Real Classifieds Group.txt,
1759,Real English Business Vol.txt,
1760,Real Estate sale & Rent Trovit - Trovit.txt,
1761,Receipt Bank: Scan & Track - Receipt Bank.txt,
1762,Redfin Real Estate: Search Homes for Sale - Redfin.txt,
1763,Restaurant Delivery App - Instamobile - Florian Marcu.txt,
1764,Restaurant Food Delivery App - Afroza Yasmin.txt,
1765,Reverb.txt,
1766,Rightmove UK property search - Rightmove.txt,
1767,"Riva Fashion- Online Shop for Women, Kids Clothing - Riva Fashion.txt",
1768,"RoosterMoney: Piggy Bank, Chores and Review App - RoosterMoney.txt",
1769,Russia online shopping app-Online Store Russia - Md Shoriful hasan.txt,
1770,SAIRUI - zxfsoft.txt,
1771,SALE - Best China Clothes Online Shopping app - Korchix.txt,
1772,SAP Business One - SAP SE.txt,
1773,SAP Business One Sales - SAP SE.txt,
1774,SBI Secure OTP - State Bank of India.txt,
1775,SIVVI Online Fashion Shopping - Noon E commerce.txt,
1776,SKETCHWARE - CREATE YOUR OWN APPS - Sketchware.txt,
1777,"Safeway Delivery & Pick Up - Albertsons Companies, Inc.txt",
1778,Sailing Ship Live Wallpaper - Creative Factory Wallpapers.txt,
1779,Sales Management - Digital Step.txt,
1780,Sales Order - Any Business - Do On App.txt,
1781,"Sales order, purchase order, inventory, business - Oscprofessionals.txt",
1782,Salesman - Business Accounting - BizAkk.txt,
1783,Sampath Bank Mobile App - Sampath Bank PLC.txt,
1784,Sarees Online Shopping - Mirraw.txt,
1785,Saudi KSA Online Shopping - Online Shopping App.txt,
1786,"Schedulicity Business: Appointment Scheduling - Schedulicity, Inc.txt",
1787,Sea Sector - Sailor Personal Maritime Guide - Up Studio Plus.txt,
1788,Seabook - Ozgur Dogan GUNES.txt,
1789,Seajob - SEA LINE GROUP.txt,
1790,"SeamanJobsite - Quantum X, Inc.txt",
1791,"Second Hand Cars For Sale –Used, Old Cars For Sale - Arvind K Maurya.txt",
1792,Second Hand Dubai - Second Hand Dubai.txt,
1793,"Second Hand Laptop Should and Buy–Used, old laptop - Arvind K Maurya.txt",
1794,Second Phone Number for Business By Ninja Number - Ninja Number.txt,
1795,Second hand furnitures - Airpersons.txt,
1796,Second hand trucks - Airpersons.txt,
1797,Sefamerve - Online Islamic Fashion Clothing Brand - sefamerve.txt,
1798,"Sell it ,Sell, Buy,Cars,Date,shopping,Used stuff - Sell it ,Sell, Buy,Cars,Date,shopping,Used stuff.txt",
1799,"Sell on Etsy - Etsy, Inc.txt",
1800,"Sell4Bids: Sell & Buy Used Stuff, Auctions, Jobs - Sell4Bids LLC.txt",
1801,SellQuikr™ - Buy & Sell Products - SellQuikr.txt,
1802,"Selling Online - Ecommerce, Membership, eCourses - App Visionaire.txt",
1803,Sellper (Seller + Helper) - Service-Platform Team.txt,
1804,Sessia for Business - Sessia LLC.txt,
1805,Sharaf Shipping Agency - Sharaf Shipping Agency.txt,
1806,"Ship &Port Info, MarineTraffic, Sailors & Cruisers - Marinefy.txt",
1807,Ship Info - Galasoft AK.txt,
1808,Ship Locator Live: Cruise Finder & Ship Tracker - Tremendous Apps Hub.txt,
1809,Ship Merger - Idle Tycoon Game - ModooPlay.txt,
1810,Ship Mooring Simulator - Aleksandr Turkin.txt,
1811,Ship Radar - Ship Tracker & Vessel Tracking - 99th Studio.txt,
1812,Ship Tracker - Live Marine Radar & Boat traffic - Tracking Deluxe.txt,
1813,Ship Tracker - NIC eGov Mobile Apps.txt,
1814,Ship Tracker: Cruise Finder - Ship Finder - free translator apps.txt,
1815,Ship wash - y-groupgames.txt,
1816,Shipa Freight - Shipa Freight Mobile Apps.txt,
1817,Shipments Worldwide - gmazzo.txt,
1818,"Shipping Confirmation System - Toyota Motor North America, Inc.txt",
1819,Shipping Dictionary - BLUE WHALE.txt,
1820,Shipping Dictionary Pro - BLUE WHALE.txt,
1821,Shipping Manager - Xombat Development.txt,
1822,Shipping Manager 3 - Xombat Development.txt,
1823,ShippingExplorer - ShippingExplorer Ltd.txt,
1824,Shippn - International Shopping & Shipping - Shippn.txt,
1825,Shoes Market: Buy & Sell - CTS WebLab.txt,
1826,Shop 101 | Free Online Shopping App - zenith Developer.txt,
1827,Shop Free Ship - H7 Group.txt,
1828,Shop2Ship - Shop2Ship.txt,
1829,ShopClues: Online Shopping App - ShopClues.txt,
1830,"Shopping app - cashback, sales and discounts - Style Shopping App.txt",
1831,"Shopping app - fashion, discount, express sales - Cheap Shopping.txt",
1832,ShoppingSimplify – Ecommerce Online Store Builder - Innate Apps.txt,
1833,"Shopyer-Build your online store and sell on mobile - Qumai,Co.txt",
1834,Shopzz: Best Online Shopping App in Kuwait - SHOPZZ.txt,
1835,Shore Business - Shore GmbH.txt,
1836,Shpock - Sell Fast & Earn Cash.txt,
1837,"SidelineSwap: Buy and Sell Sports Equipment - SidelineSwap, Inc.txt",
1838,SimplyMobile - Auriga SpA.txt,
1839,Skype for Business for Android - Microsoft Corporation.txt,
1840,Slack - Slack Technologies Inc.txt,
1841,Slice eCommerce App - Slice Carving Technologies.txt,
1842,Slime Shop - Free Shipping - BetterLifeApps.txt,
1843,Small Business Ideas - Dub Apps.txt,
1844,Small Business Plan - mystudyapp.txt,
1845,Smart Mobile Banking - Gruppo BPER.txt,
1846,Smart Shoppi - Online Shopping - Smartway India Enterprises LLP.txt,
1847,Smile Shop – Best Online Shopping Mall - KHMI(CAMBODIA)TECHNOLOGY CO.txt,
1848,Snail Ship - Ứng dụng giao hàng tạm ứng và mua hộ - EZQ JOINT STOCK COMPANY.txt,
1849,SnapShop - Product photography - MisterECommerce.txt,
1850,Snapdeal Online Shopping App - Shop Online India - Snapdeal Private Limited.txt,
1851,"Snapwire - Sell Your Photos - Snapwire Media, Inc.txt",
1852,Space - Digital Banking - JSC TBC Bank.txt,
1853,Speed Shipping - Premitek Company.txt,
1854,Splashtop Business - Remote Desktop - Splashtop.txt,
1855,Spurtcommerce - Piccosoft Software Labs India Pvt Ltd.txt,
1856,"Square Point of Sale - POS - Square, Inc.txt",
1857,Sri Lanka Food Delivery - Kawanlahkayu.txt,
1858,Stackry Global Shipping App - Stackry LLC.txt,
1859,Start Online Business - mystudyapp.txt,
1860,"StartUp Idea- How To Start a Business free ,Guide - Avion apps.txt",
1861,StaySafe Business - Safe Apps Limited.txt,
1862,Stock and Inventory Simple - Chester SW.txt,
1863,Stradivarius - Online fashion for women - Inditex.txt,
1864,SugarMoo - Dessert Delivery - SugarMoo Desserts.txt,
1865,Sulekha for Business - Sulekha.txt,
1866,Super Deals In AliExpress Online Shopping App - Lucky Star Ship.txt,
1867,Surat Wholesale Textile Market Online Shopping - Surat Wholesale Textile Market Online Shopping.txt,
1868,"Swap Hub - Buy, Sell and Swap - Higher Skills Apps.txt",
1869,Swapit - Buy & Sell Used Stuff - Swapit Limited.txt,
1870,Sysco Delivery - Sysco Corporation.txt,
1871,Săn Ship - HeyU - HeyU Technology Join Stock Company.txt,
1872,TBC Bank - JSC TBC Bank.txt,
1873,TEJAS BANK MOBILE BANKING - Tejas Bank.txt,
1874,TagHawk - Buy.txt,
1875,Takeaway.txt,
1876,Talabatey Online Food Delivery - Smart Delivery Group.txt,
1877,Tally - Business Expense Manager - Crazy Turtle.txt,
1878,Tata CLiQ Online Shopping App India - Tata Unistore Limited.txt,
1879,Tbdress Shop Fashion & Trends - Tbdress.txt,
1880,Telekom Banking - Alior Bank S.txt,
1881,Text Messaging & SMS for Business -- HighLevel - HighLevel.txt,
1882,Thailand Shopping - Thailand Online Shopping App - All info Apps.txt,
1883,The Hindu Business Line - Kasturi and Sons Ltd.txt,
1884,The Luxury Closet - Buy & Sell Authentic Luxury - The Luxury Closet.txt,
1885,The Sabji - Online Vegetables & Fruit Delivery App - thesabji.txt,
1886,The Sea Rider - Steer the Ship and Save the Nature - AnotheReality.txt,
