STT,Data type,api,class,function,times,desciption,Sub-Data type
1544,Connection,android.net.rtp,android.net.rtp.AudioGroup,MODE_ON_HOLD,2,This mode is similar to MODE_NORMAL except the speaker and the microphone are both disabled.,RTP
1545,Connection,android.net.rtp,android.net.rtp.AudioGroup,clear(),2,Removes every AudioStream in this group.,RTP
1546,Connection,android.net.rtp,android.net.rtp.AudioGroup,getMode(),2,Returns the current mode.,RTP
1547,Connection,android.net.rtp,android.net.rtp.AudioGroup,getStreams(),2,Returns the AudioStreams in this group.,RTP
1548,Connection,android.net.rtp,android.net.rtp.AudioGroup,sendDtmf(int event),2,Sends a DTMF digit to every AudioStream in this group.,RTP
1549,Connection,android.net.rtp,android.net.rtp.AudioGroup,setMode(int mode),2,Changes the current mode.,RTP
1550,Connection,android.net.rtp,android.net.rtp.AudioStream,getCodec(),2,"Returns the AudioCodec, or null if it is not set.",RTP
1551,Connection,android.net.rtp,android.net.rtp.AudioStream,getDtmfType(),2,"Returns the RTP payload type for dual-tone multi-frequency (DTMF) digits, or -1 if it is not enabled.",RTP
1552,Connection,android.net.rtp,android.net.rtp.AudioStream,getGroup(),2,Returns the joined AudioGroup.,RTP
1553,Connection,android.net.rtp,android.net.rtp.AudioStream,isBusy(),2,Returns true if the stream has already joined an AudioGroup.,RTP
1554,Connection,android.net.rtp,android.net.rtp.AudioStream,join(AudioGroup group),2,Joins an AudioGroup.,RTP
1555,Connection,android.net.rtp,android.net.rtp.AudioStream,setCodec(AudioCodec codec),2,Sets the AudioCodec.,RTP
1556,Connection,android.net.rtp,android.net.rtp.AudioStream,setDtmfType(int type),2,Sets the RTP payload type for dual-tone multi-frequency (DTMF) digits.,RTP
1557,Connection,android.net.rtp,android.net.rtp.RtpStream,MODE_NORMAL,2,This mode indicates that the stream sends and receives packets at the same time.,RTP
1558,Connection,android.net.rtp,android.net.rtp.RtpStream,MODE_RECEIVE_ONLY,2,This mode indicates that the stream only receives packets.,RTP
1559,Connection,android.net.rtp,android.net.rtp.RtpStream,MODE_SEND_ONLY,2,This mode indicates that the stream only sends packets.,RTP
1560,Connection,android.net.rtp,android.net.rtp.RtpStream,"associate(InetAddress address, int port)",2,Associates with a remote host.,RTP
1561,Connection,android.net.rtp,android.net.rtp.RtpStream,getLocalAddress(),2,Returns the network address of the local host.,RTP
1562,Connection,android.net.rtp,android.net.rtp.RtpStream,getLocalPort(),2,Returns the network port of the local host.,RTP
1563,Connection,android.net.rtp,android.net.rtp.RtpStream,getRemoteAddress(),2,Returns the network address of the remote host or null if the stream is not associated.,RTP
1564,Connection,android.net.rtp,android.net.rtp.RtpStream,getRemotePort(),2,Returns the network port of the remote host or -1 if the stream is not associated.,RTP
1565,Connection,android.net.rtp,android.net.rtp.RtpStream,isBusy(),2,Returns true if the stream is busy.,RTP
1566,Connection,android.net.rtp,android.net.rtp.RtpStream,release(),2,Releases allocated resources.,RTP
1567,Connection,android.net.sip,android.net.sip.SipAudioCall,answerCall(int timeout),194,Answers a call.,SIP
1568,Connection,android.net.sip,android.net.sip.SipAudioCall,"attachCall(SipSession session, String sessionDescription)",194,Attaches an incoming call to this call object.,SIP
1569,Connection,android.net.sip,android.net.sip.SipAudioCall,close(),194,Closes this object.,SIP
1570,Connection,android.net.sip,android.net.sip.SipAudioCall,continueCall(int timeout),194,Continues a call that's on hold.,SIP
1571,Connection,android.net.sip,android.net.sip.SipAudioCall,endCall(),194,Ends a call.,SIP
1572,Connection,android.net.sip,android.net.sip.SipAudioCall,getLocalProfile(),194,Gets the local SIP profile.,SIP
1573,Connection,android.net.sip,android.net.sip.SipAudioCall,getPeerProfile(),194,Gets the peer's SIP profile.,SIP
1574,Connection,android.net.sip,android.net.sip.SipAudioCall,getState(),194,Gets the state of the SipSession that carries this call.,SIP
1575,Connection,android.net.sip,android.net.sip.SipAudioCall,holdCall(int timeout),194,Puts a call on hold.,SIP
1576,Connection,android.net.sip,android.net.sip.SipAudioCall,isInCall(),194,Checks if the call is established.,SIP
1577,Connection,android.net.sip,android.net.sip.SipAudioCall,isMuted(),194,Checks if the call is muted.,SIP
1578,Connection,android.net.sip,android.net.sip.SipAudioCall,isOnHold(),194,Checks if the call is on hold.,SIP
1579,Connection,android.net.sip,android.net.sip.SipAudioCall,"makeCall(SipProfile peerProfile, SipSession sipSession, int timeout)",194,Initiates an audio call to the specified profile.,SIP
1580,Connection,android.net.sip,android.net.sip.SipAudioCall,sendDtmf(int code),194,Sends a DTMF code.,SIP
1581,Connection,android.net.sip,android.net.sip.SipAudioCall,"sendDtmf(int code, Message result)",194,Sends a DTMF code.,SIP
1582,Connection,android.net.sip,android.net.sip.SipAudioCall,"setListener(SipAudioCall.Listener listener, boolean callbackImmediately)",194,Sets the listener to listen to the audio call events.,SIP
1583,Connection,android.net.sip,android.net.sip.SipAudioCall,setListener(SipAudioCall.Listener listener),194,Sets the listener to listen to the audio call events.,SIP
1584,Connection,android.net.sip,android.net.sip.SipAudioCall,setSpeakerMode(boolean speakerMode),194,Puts the device to speaker mode.,SIP
1585,Connection,android.net.sip,android.net.sip.SipAudioCall,startAudio(),194,Starts the audio for the established call.,SIP
1586,Connection,android.net.sip,android.net.sip.SipAudioCall,toggleMute(),194,Toggles mute.,SIP
1587,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,onCallBusy(SipAudioCall call),194,Called when the peer is busy during session initialization.,SIP
1588,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,onCallEnded(SipAudioCall call),194,Called when the session is terminated.,SIP
1589,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,onCallEstablished(SipAudioCall call),194,Called when the session is established.,SIP
1590,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,onCallHeld(SipAudioCall call),194,Called when the call is on hold.,SIP
1591,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,onCalling(SipAudioCall call),194,Called when a request is sent out to initiate a new call.,SIP
1592,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,onChanged(SipAudioCall call),194,Called when an event occurs and the corresponding callback is not overridden.,SIP
1593,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,"onError(SipAudioCall call, int errorCode, String errorMessage)",194,Called when an error occurs.,SIP
1594,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,onReadyToCall(SipAudioCall call),194,Called when the call object is ready to make another call.,SIP
1595,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,"onRinging(SipAudioCall call, SipProfile caller)",194,Called when a new call comes in.,SIP
1596,Connection,android.net.sip,android.net.sip.SipAudioCall.Listener,onRingingBack(SipAudioCall call),194,Called when a RINGING response is received for the INVITE request sent.,SIP
1597,Connection,android.net.sip,android.net.sip.SipErrorCode,CLIENT_ERROR,194,"When some error occurs on the device, possibly due to a bug.",SIP
1598,Connection,android.net.sip,android.net.sip.SipErrorCode,CROSS_DOMAIN_AUTHENTICATION,194,Cross-domain authentication required.,SIP
1599,Connection,android.net.sip,android.net.sip.SipErrorCode,DATA_CONNECTION_LOST,194,When data connection is lost.,SIP
1600,Connection,android.net.sip,android.net.sip.SipErrorCode,INVALID_CREDENTIALS,194,When invalid credentials are provided.,SIP
1601,Connection,android.net.sip,android.net.sip.SipErrorCode,INVALID_REMOTE_URI,194,When the remote URI is not valid.,SIP
1602,Connection,android.net.sip,android.net.sip.SipErrorCode,IN_PROGRESS,194,The client is in a transaction and cannot initiate a new one.,SIP
1603,Connection,android.net.sip,android.net.sip.SipErrorCode,NO_ERROR,194,Not an error.,SIP
1604,Connection,android.net.sip,android.net.sip.SipErrorCode,PEER_NOT_REACHABLE,194,When the peer is not reachable.,SIP
1605,Connection,android.net.sip,android.net.sip.SipErrorCode,SERVER_ERROR,194,When server responds with an error.,SIP
1606,Connection,android.net.sip,android.net.sip.SipErrorCode,SERVER_UNREACHABLE,194,When the server is not reachable.,SIP
1607,Connection,android.net.sip,android.net.sip.SipErrorCode,SOCKET_ERROR,194,When some socket error occurs.,SIP
1608,Connection,android.net.sip,android.net.sip.SipErrorCode,TIME_OUT,194,When the transaction gets timed out.,SIP
1609,Connection,android.net.sip,android.net.sip.SipErrorCode,TRANSACTION_TERMINTED,194,When transaction is terminated unexpectedly.,SIP
1610,Connection,android.net.sip,android.net.sip.SipManager,EXTRA_CALL_ID,194,Key to retrieve the call ID from an incoming call intent.,SIP
1611,Connection,android.net.sip,android.net.sip.SipManager,EXTRA_OFFER_SD,194,Key to retrieve the offered session description from an incoming call intent.,SIP
1612,Connection,android.net.sip,android.net.sip.SipManager,INCOMING_CALL_RESULT_CODE,194,The result code to be sent back with the incoming call PendingIntent.,SIP
1613,Connection,android.net.sip,android.net.sip.SipManager,close(String localProfileUri),194,Closes the specified profile to not make/receive calls.,SIP
1614,Connection,android.net.sip,android.net.sip.SipManager,"createSipSession(SipProfile localProfile, SipSession.Listener listener)",194,Creates a SipSession with the specified profile.,SIP
1615,Connection,android.net.sip,android.net.sip.SipManager,getCallId(Intent incomingCallIntent),194,Gets the call ID from the specified incoming call broadcast intent.,SIP
1616,Connection,android.net.sip,android.net.sip.SipManager,getOfferSessionDescription(Intent incomingCallIntent),194,Gets the offer session description from the specified incoming call broadcast intent.,SIP
1617,Connection,android.net.sip,android.net.sip.SipManager,getSessionFor(Intent incomingCallIntent),194,Gets the SipSession that handles the incoming call.,SIP
1618,Connection,android.net.sip,android.net.sip.SipManager,isApiSupported(Context context),194,Returns true if the SIP API is supported by the system.,SIP
1619,Connection,android.net.sip,android.net.sip.SipManager,isIncomingCallIntent(Intent intent),194,Checks if the intent is an incoming call broadcast intent.,SIP
1620,Connection,android.net.sip,android.net.sip.SipManager,isOpened(String localProfileUri),194,Checks if the specified profile is opened in the SIP service for making and/or receiving calls.,SIP
1621,Connection,android.net.sip,android.net.sip.SipManager,isRegistered(String localProfileUri),194,Checks if the SIP service has successfully registered the profile to the SIP provider (specified in the profile) for receiving calls.,SIP
1622,Connection,android.net.sip,android.net.sip.SipManager,isSipWifiOnly(Context context),194,Returns true if SIP is only available on WIFI.,SIP
1623,Connection,android.net.sip,android.net.sip.SipManager,isVoipSupported(Context context),194,Returns true if the system supports SIP-based VOIP API.,SIP
1624,Connection,android.net.sip,android.net.sip.SipManager,"makeAudioCall(String localProfileUri, String peerProfileUri, SipAudioCall.Listener listener, int timeout)",194,Creates a SipAudioCall to make an audio call.,SIP
1625,Connection,android.net.sip,android.net.sip.SipManager,"makeAudioCall(SipProfile localProfile, SipProfile peerProfile, SipAudioCall.Listener listener, int timeout)",194,Creates a SipAudioCall to make a call.,SIP
1626,Connection,android.net.sip,android.net.sip.SipManager,newInstance(Context context),194,Creates a manager instance.,SIP
1627,Connection,android.net.sip,android.net.sip.SipManager,"open(SipProfile localProfile, PendingIntent incomingCallPendingIntent, SipRegistrationListener listener)",194,Opens the profile for making calls and/or receiving generic SIP calls.,SIP
1628,Connection,android.net.sip,android.net.sip.SipManager,open(SipProfile localProfile),194,Opens the profile for making generic SIP calls.,SIP
1629,Connection,android.net.sip,android.net.sip.SipManager,"register(SipProfile localProfile, int expiryTime, SipRegistrationListener listener)",194,Manually registers the profile to the corresponding SIP provider for receiving calls.,SIP
